premise,hypothesis,prediction,pred_label,gold_label
Both hospitals that have forfeited might respect Edward.,There aren't exactly two hospitals that have forfeited,"{'entailment': 0.6, 'neutral': 14.7, 'contradiction': 84.7}",contradiction,contradiction
Both hospitals that have forfeited might respect Edward.,There are exactly two teachers that have forfeited,"{'entailment': 0.2, 'neutral': 5.2, 'contradiction': 94.6}",contradiction,neutral
"If both hospitals that have forfeited respect Edward, it's okay.",There are exactly two hospitals that have forfeited,"{'entailment': 1.0, 'neutral': 98.7, 'contradiction': 0.2}",neutral,entailment
"If both hospitals that have forfeited respect Edward, it's okay.",There aren't exactly two hospitals that have forfeited,"{'entailment': 0.6, 'neutral': 17.3, 'contradiction': 82.1}",contradiction,contradiction
"If both hospitals that have forfeited respect Edward, it's okay.",There are exactly two teachers that have forfeited,"{'entailment': 0.8, 'neutral': 55.5, 'contradiction': 43.7}",contradiction,neutral
Both hospitals that have forfeited don't respect Edward.,Both hospitals that have forfeited respect Edward.,"{'entailment': 97.8, 'neutral': 1.9, 'contradiction': 0.3}",entailment,contradiction
Do both hospitals that have forfeited respect Edward.,Both hospitals that have forfeited respect Edward.,"{'entailment': 88.9, 'neutral': 8.6, 'contradiction': 2.4}",entailment,neutral
Both hospitals that have forfeited might respect Edward.,Both hospitals that have forfeited respect Edward.,"{'entailment': 60.4, 'neutral': 31.3, 'contradiction': 8.3}",entailment,neutral
"If both hospitals that have forfeited respect Edward, it's okay.",Both hospitals that have forfeited respect Edward.,"{'entailment': 96.2, 'neutral': 3.5, 'contradiction': 0.3}",entailment,neutral
Both sketches that annoy Alexander were scaring Amanda.,There are exactly two sketches that annoy Alexander,"{'entailment': 10.9, 'neutral': 88.9, 'contradiction': 0.2}",neutral,entailment
Both sketches that annoy Alexander were scaring Amanda.,There aren't exactly two sketches that annoy Alexander,"{'entailment': 0.4, 'neutral': 8.3, 'contradiction': 91.3}",contradiction,contradiction
Both sketches that annoy Alexander were scaring Amanda.,There are exactly two spotlights that annoy Alexander,"{'entailment': 2.0, 'neutral': 94.8, 'contradiction': 3.1}",contradiction,neutral
Both sketches that annoy Alexander weren't scaring Amanda.,There are exactly two sketches that annoy Alexander,"{'entailment': 10.8, 'neutral': 89.0, 'contradiction': 0.2}",neutral,entailment
Both sketches that annoy Alexander weren't scaring Amanda.,There aren't exactly two sketches that annoy Alexander,"{'entailment': 0.5, 'neutral': 9.5, 'contradiction': 90.0}",contradiction,contradiction
Both sketches that annoy Alexander weren't scaring Amanda.,There are exactly two spotlights that annoy Alexander,"{'entailment': 1.3, 'neutral': 97.9, 'contradiction': 0.8}",neutral,neutral
Were both sketches that annoy Alexander scaring Amanda?,There are exactly two sketches that annoy Alexander,"{'entailment': 2.3, 'neutral': 96.3, 'contradiction': 1.4}",neutral,entailment
Were both sketches that annoy Alexander scaring Amanda?,There aren't exactly two sketches that annoy Alexander,"{'entailment': 4.2, 'neutral': 68.6, 'contradiction': 27.2}",contradiction,contradiction
Were both sketches that annoy Alexander scaring Amanda?,There are exactly two spotlights that annoy Alexander,"{'entailment': 1.6, 'neutral': 85.7, 'contradiction': 12.7}",contradiction,neutral
Both sketches that annoy Alexander might have been scaring Amanda.,There are exactly two sketches that annoy Alexander,"{'entailment': 8.6, 'neutral': 91.2, 'contradiction': 0.3}",neutral,entailment
Both sketches that annoy Alexander might have been scaring Amanda.,There aren't exactly two sketches that annoy Alexander,"{'entailment': 0.8, 'neutral': 14.0, 'contradiction': 85.2}",contradiction,contradiction
Both sketches that annoy Alexander might have been scaring Amanda.,There are exactly two spotlights that annoy Alexander,"{'entailment': 1.6, 'neutral': 96.4, 'contradiction': 2.0}",contradiction,neutral
"If both sketches that annoy Alexander were scaring Amanda, it's okay.",There are exactly two sketches that annoy Alexander,"{'entailment': 1.7, 'neutral': 98.0, 'contradiction': 0.3}",neutral,entailment
"If both sketches that annoy Alexander were scaring Amanda, it's okay.",There aren't exactly two sketches that annoy Alexander,"{'entailment': 3.1, 'neutral': 67.6, 'contradiction': 29.3}",contradiction,contradiction
"If both sketches that annoy Alexander were scaring Amanda, it's okay.",There are exactly two spotlights that annoy Alexander,"{'entailment': 0.7, 'neutral': 97.5, 'contradiction': 1.8}",contradiction,neutral
Both sketches that annoy Alexander weren't scaring Amanda.,Both sketches that annoy Alexander were scaring Amanda.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Were both sketches that annoy Alexander scaring Amanda?,Both sketches that annoy Alexander were scaring Amanda.,"{'entailment': 62.1, 'neutral': 34.9, 'contradiction': 3.0}",entailment,neutral
Both sketches that annoy Alexander might have been scaring Amanda.,Both sketches that annoy Alexander were scaring Amanda.,"{'entailment': 44.8, 'neutral': 51.8, 'contradiction': 3.4}",neutral,neutral
"If both sketches that annoy Alexander were scaring Amanda, it's okay.",Both sketches that annoy Alexander were scaring Amanda.,"{'entailment': 92.7, 'neutral': 6.8, 'contradiction': 0.4}",entailment,neutral
Both cashiers that exited the school listen to Brenda.,There are exactly two cashiers that exited the school,"{'entailment': 3.9, 'neutral': 96.0, 'contradiction': 0.1}",neutral,entailment
Both cashiers that exited the school listen to Brenda.,There are exactly three cashiers that exited the school.,"{'entailment': 0.3, 'neutral': 26.7, 'contradiction': 73.0}",contradiction,contradiction
Both cashiers that exited the school listen to Brenda.,There are exactly two boys that exited the school,"{'entailment': 0.2, 'neutral': 26.5, 'contradiction': 73.3}",contradiction,neutral
Both cashiers that exited the school don't listen to Brenda.,There are exactly two cashiers that exited the school,"{'entailment': 6.7, 'neutral': 93.1, 'contradiction': 0.2}",neutral,entailment
Both cashiers that exited the school don't listen to Brenda.,There are exactly three cashiers that exited the school.,"{'entailment': 0.2, 'neutral': 19.9, 'contradiction': 79.9}",contradiction,contradiction
Both cashiers that exited the school don't listen to Brenda.,There are exactly two boys that exited the school,"{'entailment': 0.3, 'neutral': 90.4, 'contradiction': 9.4}",contradiction,neutral
Do both cashiers that exited the school listen to Brenda.,There are exactly two cashiers that exited the school,"{'entailment': 1.0, 'neutral': 98.7, 'contradiction': 0.2}",neutral,entailment
Do both cashiers that exited the school listen to Brenda.,There are exactly three cashiers that exited the school.,"{'entailment': 0.2, 'neutral': 97.9, 'contradiction': 1.9}",contradiction,contradiction
Do both cashiers that exited the school listen to Brenda.,There are exactly two boys that exited the school,"{'entailment': 0.2, 'neutral': 74.7, 'contradiction': 25.1}",contradiction,neutral
Both cashiers that exited the school might listen to Brenda.,There are exactly two cashiers that exited the school,"{'entailment': 3.0, 'neutral': 96.9, 'contradiction': 0.2}",neutral,entailment
Both cashiers that exited the school might listen to Brenda.,There are exactly three cashiers that exited the school.,"{'entailment': 0.3, 'neutral': 55.8, 'contradiction': 43.9}",contradiction,contradiction
Both cashiers that exited the school might listen to Brenda.,There are exactly two boys that exited the school,"{'entailment': 0.2, 'neutral': 63.1, 'contradiction': 36.7}",contradiction,neutral
"If both cashiers that exited the school listen to Brenda, it's okay.",There are exactly two cashiers that exited the school,"{'entailment': 0.9, 'neutral': 98.9, 'contradiction': 0.2}",neutral,entailment
"If both cashiers that exited the school listen to Brenda, it's okay.",There are exactly three cashiers that exited the school.,"{'entailment': 0.4, 'neutral': 89.3, 'contradiction': 10.4}",contradiction,contradiction
"If both cashiers that exited the school listen to Brenda, it's okay.",There are exactly two boys that exited the school,"{'entailment': 0.1, 'neutral': 94.3, 'contradiction': 5.6}",contradiction,neutral
Both cashiers that exited the school don't listen to Brenda.,Both cashiers that exited the school listen to Brenda.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.9}",contradiction,contradiction
Do both cashiers that exited the school listen to Brenda.,Both cashiers that exited the school listen to Brenda.,"{'entailment': 88.0, 'neutral': 10.9, 'contradiction': 1.0}",entailment,neutral
Both cashiers that exited the school might listen to Brenda.,Both cashiers that exited the school listen to Brenda.,"{'entailment': 57.2, 'neutral': 40.6, 'contradiction': 2.2}",entailment,neutral
"If both cashiers that exited the school listen to Brenda, it's okay.",Both cashiers that exited the school listen to Brenda.,"{'entailment': 92.3, 'neutral': 7.3, 'contradiction': 0.4}",entailment,neutral
Both adults that have found some mouths to shut have stood up.,There are exactly two adults that have found some mouths to shut,"{'entailment': 9.3, 'neutral': 90.5, 'contradiction': 0.2}",neutral,entailment
Both adults that have found some mouths to shut have stood up.,There are exactly three adults that have found some mouths to shut.,"{'entailment': 0.2, 'neutral': 26.9, 'contradiction': 72.9}",contradiction,contradiction
Both adults that have found some mouths to shut have stood up.,There are exactly two cashiers that have found some mouths to shut,"{'entailment': 0.1, 'neutral': 95.6, 'contradiction': 4.3}",contradiction,neutral
Both adults that have found some mouths to shut haven't stood up.,There are exactly two adults that have found some mouths to shut,"{'entailment': 13.9, 'neutral': 85.8, 'contradiction': 0.4}",neutral,entailment
Both adults that have found some mouths to shut haven't stood up.,There are exactly three adults that have found some mouths to shut.,"{'entailment': 0.3, 'neutral': 58.9, 'contradiction': 40.8}",contradiction,contradiction
Both adults that have found some mouths to shut haven't stood up.,There are exactly two cashiers that have found some mouths to shut,"{'entailment': 0.1, 'neutral': 98.1, 'contradiction': 1.9}",contradiction,neutral
Have both adults that have found some mouths to shut stood up?,There are exactly two adults that have found some mouths to shut,"{'entailment': 2.1, 'neutral': 97.0, 'contradiction': 0.8}",neutral,entailment
Have both adults that have found some mouths to shut stood up?,There are exactly three adults that have found some mouths to shut.,"{'entailment': 0.1, 'neutral': 80.6, 'contradiction': 19.2}",contradiction,contradiction
Have both adults that have found some mouths to shut stood up?,There are exactly two cashiers that have found some mouths to shut,"{'entailment': 0.1, 'neutral': 69.7, 'contradiction': 30.2}",contradiction,neutral
Both adults that have found some mouths to shut might have stood up.,There are exactly two adults that have found some mouths to shut,"{'entailment': 4.8, 'neutral': 94.6, 'contradiction': 0.6}",neutral,entailment
Both adults that have found some mouths to shut might have stood up.,There are exactly three adults that have found some mouths to shut.,"{'entailment': 0.2, 'neutral': 55.3, 'contradiction': 44.5}",contradiction,contradiction
