premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
Both adults that have found some mouths to shut haven't stood up.,There are exactly two adults that have found some mouths to shut,negated,Not_In_Example,Not_In_Example,positive,0,both_presupposition,402e,21,both_presupposition
Both adults that have found some mouths to shut haven't stood up.,There are exactly three adults that have found some mouths to shut.,negated,Not_In_Example,Not_In_Example,negated,2,both_presupposition,403c,21,both_presupposition
Both adults that have found some mouths to shut haven't stood up.,There are exactly two cashiers that have found some mouths to shut,negated,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,404n,21,both_presupposition
Have both adults that have found some mouths to shut stood up?,There are exactly two adults that have found some mouths to shut,interrogative,Not_In_Example,Not_In_Example,positive,0,both_presupposition,405e,21,both_presupposition
Have both adults that have found some mouths to shut stood up?,There are exactly three adults that have found some mouths to shut.,interrogative,Not_In_Example,Not_In_Example,negated,2,both_presupposition,406c,21,both_presupposition
Have both adults that have found some mouths to shut stood up?,There are exactly two cashiers that have found some mouths to shut,interrogative,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,407n,21,both_presupposition
Both adults that have found some mouths to shut might have stood up.,There are exactly two adults that have found some mouths to shut,modal,Not_In_Example,Not_In_Example,positive,0,both_presupposition,408e,21,both_presupposition
Both adults that have found some mouths to shut might have stood up.,There are exactly three adults that have found some mouths to shut.,modal,Not_In_Example,Not_In_Example,negated,2,both_presupposition,409c,21,both_presupposition
Both adults that have found some mouths to shut might have stood up.,There are exactly two cashiers that have found some mouths to shut,modal,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,410n,21,both_presupposition
"If both adults that have found some mouths to shut have stood up, it's okay.",There are exactly two adults that have found some mouths to shut,conditional,Not_In_Example,Not_In_Example,positive,0,both_presupposition,411e,21,both_presupposition
"If both adults that have found some mouths to shut have stood up, it's okay.",There are exactly three adults that have found some mouths to shut.,conditional,Not_In_Example,Not_In_Example,negated,2,both_presupposition,412c,21,both_presupposition
"If both adults that have found some mouths to shut have stood up, it's okay.",There are exactly two cashiers that have found some mouths to shut,conditional,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,413n,21,both_presupposition
Both adults that have found some mouths to shut haven't stood up.,Both adults that have found some mouths to shut have stood up.,Not_In_Example,negated,unembedded,Not_In_Example,2,both_presupposition,414c,21,both_presupposition
Have both adults that have found some mouths to shut stood up?,Both adults that have found some mouths to shut have stood up.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,both_presupposition,415n,21,both_presupposition
Both adults that have found some mouths to shut might have stood up.,Both adults that have found some mouths to shut have stood up.,Not_In_Example,modal,unembedded,Not_In_Example,1,both_presupposition,416n,21,both_presupposition
"If both adults that have found some mouths to shut have stood up, it's okay.",Both adults that have found some mouths to shut have stood up.,Not_In_Example,conditional,unembedded,Not_In_Example,1,both_presupposition,417n,21,both_presupposition
Both companies that aren't coping do work hard.,There are exactly two companies that aren't coping,unembedded,Not_In_Example,Not_In_Example,positive,0,both_presupposition,418e,22,both_presupposition
Both companies that aren't coping do work hard.,There aren't exactly two companies that aren't coping,unembedded,Not_In_Example,Not_In_Example,negated,2,both_presupposition,419c,22,both_presupposition
Both companies that aren't coping do work hard.,There are exactly two women that aren't coping,unembedded,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,420n,22,both_presupposition
Both companies that aren't coping don't work hard.,There are exactly two companies that aren't coping,negated,Not_In_Example,Not_In_Example,positive,0,both_presupposition,421e,22,both_presupposition
Both companies that aren't coping don't work hard.,There aren't exactly two companies that aren't coping,negated,Not_In_Example,Not_In_Example,negated,2,both_presupposition,422c,22,both_presupposition
Both companies that aren't coping don't work hard.,There are exactly two women that aren't coping,negated,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,423n,22,both_presupposition
Do both companies that aren't coping work hard?,There are exactly two companies that aren't coping,interrogative,Not_In_Example,Not_In_Example,positive,0,both_presupposition,424e,22,both_presupposition
Do both companies that aren't coping work hard?,There aren't exactly two companies that aren't coping,interrogative,Not_In_Example,Not_In_Example,negated,2,both_presupposition,425c,22,both_presupposition
Do both companies that aren't coping work hard?,There are exactly two women that aren't coping,interrogative,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,426n,22,both_presupposition
Both companies that aren't coping might work hard.,There are exactly two companies that aren't coping,modal,Not_In_Example,Not_In_Example,positive,0,both_presupposition,427e,22,both_presupposition
Both companies that aren't coping might work hard.,There aren't exactly two companies that aren't coping,modal,Not_In_Example,Not_In_Example,negated,2,both_presupposition,428c,22,both_presupposition
Both companies that aren't coping might work hard.,There are exactly two women that aren't coping,modal,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,429n,22,both_presupposition
"If both companies that aren't coping do work hard, it's okay.",There are exactly two companies that aren't coping,conditional,Not_In_Example,Not_In_Example,positive,0,both_presupposition,430e,22,both_presupposition
"If both companies that aren't coping do work hard, it's okay.",There aren't exactly two companies that aren't coping,conditional,Not_In_Example,Not_In_Example,negated,2,both_presupposition,431c,22,both_presupposition
"If both companies that aren't coping do work hard, it's okay.",There are exactly two women that aren't coping,conditional,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,432n,22,both_presupposition
Both companies that aren't coping don't work hard.,Both companies that aren't coping do work hard.,Not_In_Example,negated,unembedded,Not_In_Example,2,both_presupposition,433c,22,both_presupposition
Do both companies that aren't coping work hard?,Both companies that aren't coping do work hard.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,both_presupposition,434n,22,both_presupposition
Both companies that aren't coping might work hard.,Both companies that aren't coping do work hard.,Not_In_Example,modal,unembedded,Not_In_Example,1,both_presupposition,435n,22,both_presupposition
"If both companies that aren't coping do work hard, it's okay.",Both companies that aren't coping do work hard.,Not_In_Example,conditional,unembedded,Not_In_Example,1,both_presupposition,436n,22,both_presupposition
Both guests that cook were going fishing.,There are exactly two guests that cook,unembedded,Not_In_Example,Not_In_Example,positive,0,both_presupposition,437e,23,both_presupposition
Both guests that cook were going fishing.,There aren't exactly two guests that cook,unembedded,Not_In_Example,Not_In_Example,negated,2,both_presupposition,438c,23,both_presupposition
Both guests that cook were going fishing.,There are exactly two people that cook,unembedded,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,439n,23,both_presupposition
Both guests that cook weren't going fishing.,There are exactly two guests that cook,negated,Not_In_Example,Not_In_Example,positive,0,both_presupposition,440e,23,both_presupposition
Both guests that cook weren't going fishing.,There aren't exactly two guests that cook,negated,Not_In_Example,Not_In_Example,negated,2,both_presupposition,441c,23,both_presupposition
Both guests that cook weren't going fishing.,There are exactly two people that cook,negated,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,442n,23,both_presupposition
Were both guests that cook going fishing?,There are exactly two guests that cook,interrogative,Not_In_Example,Not_In_Example,positive,0,both_presupposition,443e,23,both_presupposition
Were both guests that cook going fishing?,There aren't exactly two guests that cook,interrogative,Not_In_Example,Not_In_Example,negated,2,both_presupposition,444c,23,both_presupposition
Were both guests that cook going fishing?,There are exactly two people that cook,interrogative,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,445n,23,both_presupposition
Both guests that cook might have been going fishing.,There are exactly two guests that cook,modal,Not_In_Example,Not_In_Example,positive,0,both_presupposition,446e,23,both_presupposition
Both guests that cook might have been going fishing.,There aren't exactly two guests that cook,modal,Not_In_Example,Not_In_Example,negated,2,both_presupposition,447c,23,both_presupposition
Both guests that cook might have been going fishing.,There are exactly two people that cook,modal,Not_In_Example,Not_In_Example,neutral,1,both_presupposition,448n,23,both_presupposition
"If both guests that cook were going fishing, it's okay.",There are exactly two guests that cook,conditional,Not_In_Example,Not_In_Example,positive,0,both_presupposition,449e,23,both_presupposition
